Legislation Number,URL,Congress,Bill Text Type,Bill Text Type Code,Latest Title,HTML Url,PDF Url
H.R. 1927,https://www.congress.gov/bill/117th-congress/house-bill/1927,117,Introduced in House,IH,End Taxpayer Funding of Gender Experimentation Act of 2021,https://www.congress.gov/117/bills/hr1927/generated/BILLS-117hr1927ih.html,https://www.congress.gov/117/bills/hr1927/BILLS-117hr1927ih.pdf
H.R. 8731,https://www.congress.gov/bill/117th-congress/house-bill/8731,117,Introduced in House,IH,Protect Children’s Innocence Act,https://www.congress.gov/117/bills/hr8731/generated/BILLS-117hr8731ih.html,https://www.congress.gov/117/bills/hr8731/BILLS-117hr8731ih.pdf
H.R. 5,https://www.congress.gov/bill/117th-congress/house-bill/5,117,Engrossed in House,EH,Equality Act,https://www.congress.gov/117/bills/hr5/generated/BILLS-117hr5eh.html,https://www.congress.gov/117/bills/hr5/BILLS-117hr5eh.pdf
H.R. 5,https://www.congress.gov/bill/117th-congress/house-bill/5,117,Placed on Calendar Senate,PCS,Equality Act,https://www.congress.gov/117/bills/hr5/generated/BILLS-117hr5pcs.html,https://www.congress.gov/117/bills/hr5/BILLS-117hr5pcs.pdf
H.R. 5,https://www.congress.gov/bill/117th-congress/house-bill/5,117,Introduced in House,IH,Equality Act,https://www.congress.gov/117/bills/hr5/generated/BILLS-117hr5ih.html,https://www.congress.gov/117/bills/hr5/BILLS-117hr5ih.pdf
H.R. 7684,https://www.congress.gov/bill/117th-congress/house-bill/7684,117,Introduced in House,IH,No Tax Breaks for Radical Corporate Activism Act,https://www.congress.gov/117/bills/hr7684/generated/BILLS-117hr7684ih.html,https://www.congress.gov/117/bills/hr7684/BILLS-117hr7684ih.pdf
H.Res. 1475,https://www.congress.gov/bill/117th-congress/house-resolution/1475,117,Reported in House,RH,"Of inquiry requesting the President and directing the Secretary of Defense to transmit to the House of Representatives any record created on or after January 21, 2021, under the control of the President or the Secretary, respectively, that refers to the Department of Defense and includes certain terms and phrases relating to gender.",https://www.congress.gov/117/bills/hres1475/generated/BILLS-117hres1475rh.html,https://www.congress.gov/117/bills/hres1475/BILLS-117hres1475rh.pdf
H.R. 8170,https://www.congress.gov/bill/117th-congress/house-bill/8170,117,Introduced in House,IH,Empower Parents to Protect Their Kids Act of 2022,https://www.congress.gov/117/bills/hr8170/generated/BILLS-117hr8170ih.html,https://www.congress.gov/117/bills/hr8170/BILLS-117hr8170ih.pdf
H.R. 2695,https://www.congress.gov/bill/117th-congress/house-bill/2695,117,Referred in Senate,RFS,Combating Sexual Harassment in Science Act,https://www.congress.gov/117/bills/hr2695/generated/BILLS-117hr2695rfs.html,https://www.congress.gov/117/bills/hr2695/BILLS-117hr2695rfs.pdf
H.R. 2695,https://www.congress.gov/bill/117th-congress/house-bill/2695,117,Engrossed in House,EH,Combating Sexual Harassment in Science Act,https://www.congress.gov/117/bills/hr2695/generated/BILLS-117hr2695eh.html,https://www.congress.gov/117/bills/hr2695/BILLS-117hr2695eh.pdf
H.R. 2695,https://www.congress.gov/bill/117th-congress/house-bill/2695,117,Introduced in House,IH,Combating Sexual Harassment in Science Act,https://www.congress.gov/117/bills/hr2695/generated/BILLS-117hr2695ih.html,https://www.congress.gov/117/bills/hr2695/BILLS-117hr2695ih.pdf
H.R. 9497,https://www.congress.gov/bill/117th-congress/house-bill/9497,117,Introduced in House,IH,International Violence Against Women Act of 2022,https://www.congress.gov/117/bills/hr9497/generated/BILLS-117hr9497ih.html,https://www.congress.gov/117/bills/hr9497/BILLS-117hr9497ih.pdf
H.R. 4176,https://www.congress.gov/bill/117th-congress/house-bill/4176,117,Introduced in House,IH,LGBTQI+ Data Inclusion Act,https://www.congress.gov/117/bills/hr4176/generated/BILLS-117hr4176ih.html,https://www.congress.gov/117/bills/hr4176/BILLS-117hr4176ih.pdf
H.R. 5744,https://www.congress.gov/bill/117th-congress/house-bill/5744,117,Introduced in House,IH,Customer Non-Discrimination Act,https://www.congress.gov/117/bills/hr5744/generated/BILLS-117hr5744ih.html,https://www.congress.gov/117/bills/hr5744/BILLS-117hr5744ih.pdf
H.Con.Res. 86,https://www.congress.gov/bill/117th-congress/house-concurrent-resolution/86,117,Introduced in House,IH,"Supporting the goals and ideals of GLSEN's 2022 Day of Silence in bringing attention to anti-lesbian, gay, bisexual, transgender, queer, non-binary, Two-Spirit, intersex, and questioning (LGBTQ+) bullying, harassment, discrimination, and other forms of victimization faced by individuals in schools.",https://www.congress.gov/117/bills/hconres86/generated/BILLS-117hconres86ih.html,https://www.congress.gov/117/bills/hconres86/BILLS-117hconres86ih.pdf
H.Res. 1209,https://www.congress.gov/bill/117th-congress/house-resolution/1209,117,Introduced in House,IH,"Recognizing that it is the duty of the Federal Government to develop and implement a Transgender Bill of Rights to protect and codify the rights of transgender and nonbinary people under the law and ensure their access to medical care, shelter, safety, and economic security.",https://www.congress.gov/117/bills/hres1209/generated/BILLS-117hres1209ih.html,https://www.congress.gov/117/bills/hres1209/BILLS-117hres1209ih.pdf
H.R. 1926,https://www.congress.gov/bill/117th-congress/house-bill/1926,117,Introduced in House,IH,Protecting Children From Experimentation Act of 2021,https://www.congress.gov/117/bills/hr1926/generated/BILLS-117hr1926ih.html,https://www.congress.gov/117/bills/hr1926/BILLS-117hr1926ih.pdf
H.Res. 1475,https://www.congress.gov/bill/117th-congress/house-resolution/1475,117,Introduced in House,IH,"Of inquiry requesting the President and directing the Secretary of Defense to transmit to the House of Representatives any record created on or after January 21, 2021, under the control of the President or the Secretary, respectively, that refers to the Department of Defense and includes certain terms and phrases relating to gender.",https://www.congress.gov/117/bills/hres1475/generated/BILLS-117hres1475ih.html,https://www.congress.gov/117/bills/hres1475/BILLS-117hres1475ih.pdf
H.R. 4176,https://www.congress.gov/bill/117th-congress/house-bill/4176,117,Reported in House,RH,LGBTQI+ Data Inclusion Act,https://www.congress.gov/117/bills/hr4176/generated/BILLS-117hr4176rh.html,https://www.congress.gov/117/bills/hr4176/BILLS-117hr4176rh.pdf
H.R. 4176,https://www.congress.gov/bill/117th-congress/house-bill/4176,117,Engrossed in House,EH,LGBTQI+ Data Inclusion Act,https://www.congress.gov/117/bills/hr4176/generated/BILLS-117hr4176eh.html,https://www.congress.gov/117/bills/hr4176/BILLS-117hr4176eh.pdf
H.Con.Res. 29,https://www.congress.gov/bill/117th-congress/house-concurrent-resolution/29,117,Introduced in House,IH,"Supporting the goals and ideals of GLSEN's 2021 Day of Silence in bringing attention to anti-lesbian, gay, bisexual, transgender, queer, and questioning (LGBTQ+) name-calling, bullying, and harassment faced by individuals in schools.",https://www.congress.gov/117/bills/hconres29/generated/BILLS-117hconres29ih.html,https://www.congress.gov/117/bills/hconres29/BILLS-117hconres29ih.pdf
H.R. 1440,https://www.congress.gov/bill/117th-congress/house-bill/1440,117,Introduced in House,IH,Fairness for All Act,https://www.congress.gov/117/bills/hr1440/generated/BILLS-117hr1440ih.html,https://www.congress.gov/117/bills/hr1440/BILLS-117hr1440ih.pdf
H.R. 4097,https://www.congress.gov/bill/117th-congress/house-bill/4097,117,Introduced in House,IH,Patsy T. Mink and Louise M. Slaughter Gender Equity in Education Act of 2021,https://www.congress.gov/117/bills/hr4097/generated/BILLS-117hr4097ih.html,https://www.congress.gov/117/bills/hr4097/BILLS-117hr4097ih.pdf
H.R. 4286,https://www.congress.gov/bill/117th-congress/house-bill/4286,117,Introduced in House,IH,Fair and Equal Housing Act of 2021,https://www.congress.gov/117/bills/hr4286/generated/BILLS-117hr4286ih.html,https://www.congress.gov/117/bills/hr4286/BILLS-117hr4286ih.pdf
H.R. 4176,https://www.congress.gov/bill/117th-congress/house-bill/4176,117,Referred in Senate,RFS,LGBTQI+ Data Inclusion Act,https://www.congress.gov/117/bills/hr4176/generated/BILLS-117hr4176rfs.html,https://www.congress.gov/117/bills/hr4176/BILLS-117hr4176rfs.pdf
H.R. 3930,https://www.congress.gov/bill/117th-congress/house-bill/3930,117,Introduced in House,IH,Voices for Veterans Act,https://www.congress.gov/117/bills/hr3930/generated/BILLS-117hr3930ih.html,https://www.congress.gov/117/bills/hr3930/BILLS-117hr3930ih.pdf
H.Res. 196,https://www.congress.gov/bill/117th-congress/house-resolution/196,117,Introduced in House,IH,"Expressing the sense of the House of Representatives regarding the importance of taking a feminist approach to all aspects of foreign policy, including foreign assistance and humanitarian response, trade, diplomacy, defense, immigration, funding, and accountability mechanisms.",https://www.congress.gov/117/bills/hres196/generated/BILLS-117hres196ih.html,https://www.congress.gov/117/bills/hres196/BILLS-117hres196ih.pdf
H.R. 3794,https://www.congress.gov/bill/117th-congress/house-bill/3794,117,Introduced in House,IH,Farm Subsidy Transparency Act,https://www.congress.gov/117/bills/hr3794/generated/BILLS-117hr3794ih.html,https://www.congress.gov/117/bills/hr3794/BILLS-117hr3794ih.pdf
H.R. 5212,https://www.congress.gov/bill/117th-congress/house-bill/5212,117,Introduced in House,IH,Improving Oversight of Women Veterans’ Care Act of 2021,https://www.congress.gov/117/bills/hr5212/generated/BILLS-117hr5212ih.html,https://www.congress.gov/117/bills/hr5212/BILLS-117hr5212ih.pdf
H.R. 4249,https://www.congress.gov/bill/117th-congress/house-bill/4249,117,Introduced in House,IH,Screening With Dignity Act,https://www.congress.gov/117/bills/hr4249/generated/BILLS-117hr4249ih.html,https://www.congress.gov/117/bills/hr4249/BILLS-117hr4249ih.pdf
H.R. 3488,https://www.congress.gov/bill/117th-congress/house-bill/3488,117,Introduced in House,IH,John Lewis Every Child Deserves a Family Act,https://www.congress.gov/117/bills/hr3488/generated/BILLS-117hr3488ih.html,https://www.congress.gov/117/bills/hr3488/BILLS-117hr3488ih.pdf
H.R. 5569,https://www.congress.gov/bill/117th-congress/house-bill/5569,117,Introduced in House,IH,REAL ID Gender Requirement Reform Act,https://www.congress.gov/117/bills/hr5569/generated/BILLS-117hr5569ih.html,https://www.congress.gov/117/bills/hr5569/BILLS-117hr5569ih.pdf
H.R. 5139,https://www.congress.gov/bill/117th-congress/house-bill/5139,117,Introduced in House,IH,Military Justice Transparency Act,https://www.congress.gov/117/bills/hr5139/generated/BILLS-117hr5139ih.html,https://www.congress.gov/117/bills/hr5139/BILLS-117hr5139ih.pdf
H.R. 3834,https://www.congress.gov/bill/117th-congress/house-bill/3834,117,Introduced in House,IH,LGBTQ Essential Data Act,https://www.congress.gov/117/bills/hr3834/generated/BILLS-117hr3834ih.html,https://www.congress.gov/117/bills/hr3834/BILLS-117hr3834ih.pdf
H.R. 7662,https://www.congress.gov/bill/117th-congress/house-bill/7662,117,Introduced in House,IH,"My Child, My Choice Act of 2022",https://www.congress.gov/117/bills/hr7662/generated/BILLS-117hr7662ih.html,https://www.congress.gov/117/bills/hr7662/BILLS-117hr7662ih.pdf
H.Res. 375,https://www.congress.gov/bill/117th-congress/house-resolution/375,117,Introduced in House,IH,Supporting the goals and ideals of the month of May as Sex Ed For All Month: Equity and Access for All.,https://www.congress.gov/117/bills/hres375/generated/BILLS-117hres375ih.html,https://www.congress.gov/117/bills/hres375/BILLS-117hres375ih.pdf
H.R. 4146,https://www.congress.gov/bill/117th-congress/house-bill/4146,117,Introduced in House,IH,Therapeutic Fraud Prevention Act of 2021,https://www.congress.gov/117/bills/hr4146/generated/BILLS-117hr4146ih.html,https://www.congress.gov/117/bills/hr4146/BILLS-117hr4146ih.pdf
H.R. 8269,https://www.congress.gov/bill/117th-congress/house-bill/8269,117,Introduced in House,IH,PATH Data Act of 2022,https://www.congress.gov/117/bills/hr8269/generated/BILLS-117hr8269ih.html,https://www.congress.gov/117/bills/hr8269/BILLS-117hr8269ih.pdf
H.R. 2328,https://www.congress.gov/bill/117th-congress/house-bill/2328,117,Introduced in House,IH,Prohibition of Medicaid Funding for Conversion Therapy Act,https://www.congress.gov/117/bills/hr2328/generated/BILLS-117hr2328ih.html,https://www.congress.gov/117/bills/hr2328/BILLS-117hr2328ih.pdf
H.R. 6764,https://www.congress.gov/bill/117th-congress/house-bill/6764,117,Introduced in House,IH,Preventing Violence Against Female Inmates Act of 2022,https://www.congress.gov/117/bills/hr6764/generated/BILLS-117hr6764ih.html,https://www.congress.gov/117/bills/hr6764/BILLS-117hr6764ih.pdf
H.R. 7644,https://www.congress.gov/bill/117th-congress/house-bill/7644,117,Introduced in House,IH,Pride in Mental Health Act,https://www.congress.gov/117/bills/hr7644/generated/BILLS-117hr7644ih.html,https://www.congress.gov/117/bills/hr7644/BILLS-117hr7644ih.pdf
H.Con.Res. 84,https://www.congress.gov/bill/117th-congress/house-concurrent-resolution/84,117,Introduced in House,IH,Supporting the goals and ideals of International Transgender Day of Visibility.,https://www.congress.gov/117/bills/hconres84/generated/BILLS-117hconres84ih.html,https://www.congress.gov/117/bills/hconres84/BILLS-117hconres84ih.pdf
H.R. 4134,https://www.congress.gov/bill/117th-congress/house-bill/4134,117,Introduced in House,IH,Keeping Girls in School Act,https://www.congress.gov/117/bills/hr4134/generated/BILLS-117hr4134ih.html,https://www.congress.gov/117/bills/hr4134/BILLS-117hr4134ih.pdf
H.R. 1201,https://www.congress.gov/bill/117th-congress/house-bill/1201,117,Introduced in House,IH,International Human Rights Defense Act of 2021,https://www.congress.gov/117/bills/hr1201/generated/BILLS-117hr1201ih.html,https://www.congress.gov/117/bills/hr1201/BILLS-117hr1201ih.pdf
H.R. 6792,https://www.congress.gov/bill/117th-congress/house-bill/6792,117,Introduced in House,IH,Passport Sanity Act,https://www.congress.gov/117/bills/hr6792/generated/BILLS-117hr6792ih.html,https://www.congress.gov/117/bills/hr6792/BILLS-117hr6792ih.pdf
H.Res. 971,https://www.congress.gov/bill/117th-congress/house-resolution/971,117,Introduced in House,IH,Expressing the sense of the House of Representatives that corporations should commit to utilizing the benefits of gender diversity in boards of directors and other senior management positions.,https://www.congress.gov/117/bills/hres971/generated/BILLS-117hres971ih.html,https://www.congress.gov/117/bills/hres971/BILLS-117hres971ih.pdf
H.R. 6085,https://www.congress.gov/bill/117th-congress/house-bill/6085,117,Introduced in House,IH,Fair Pay for All Act of 2021,https://www.congress.gov/117/bills/hr6085/generated/BILLS-117hr6085ih.html,https://www.congress.gov/117/bills/hr6085/BILLS-117hr6085ih.pdf
H.Res. 30,https://www.congress.gov/bill/117th-congress/house-resolution/30,117,Introduced in House,IH,Supporting the United Nations Sustainable Development Goals.,https://www.congress.gov/117/bills/hres30/generated/BILLS-117hres30ih.html,https://www.congress.gov/117/bills/hres30/BILLS-117hres30ih.pdf
H.R. 8478,https://www.congress.gov/bill/117th-congress/house-bill/8478,117,Introduced in House,IH,Credit Reporting Accuracy After a Legal Name Change Act of 2022,https://www.congress.gov/117/bills/hr8478/generated/BILLS-117hr8478ih.html,https://www.congress.gov/117/bills/hr8478/BILLS-117hr8478ih.pdf
H.R. 8206,https://www.congress.gov/bill/117th-congress/house-bill/8206,117,Introduced in House,IH,Stop Wrongs to Our Kids’ Educational Meals (W.O.K.E.) Act of 2022,https://www.congress.gov/117/bills/hr8206/generated/BILLS-117hr8206ih.html,https://www.congress.gov/117/bills/hr8206/BILLS-117hr8206ih.pdf
H.R. 6758,https://www.congress.gov/bill/117th-congress/house-bill/6758,117,Introduced in House,IH,Fair Calculations in Civil Damages Act of 2022,https://www.congress.gov/117/bills/hr6758/generated/BILLS-117hr6758ih.html,https://www.congress.gov/117/bills/hr6758/BILLS-117hr6758ih.pdf
H.R. 571,https://www.congress.gov/bill/117th-congress/house-bill/571,117,Introduced in House,IH,Safe from the Start Act of 2021,https://www.congress.gov/117/bills/hr571/generated/BILLS-117hr571ih.html,https://www.congress.gov/117/bills/hr571/BILLS-117hr571ih.pdf
H.R. 3312,https://www.congress.gov/bill/117th-congress/house-bill/3312,117,Introduced in House,IH,Real Education and Access for Healthy Youth Act of 2021,https://www.congress.gov/117/bills/hr3312/generated/BILLS-117hr3312ih.html,https://www.congress.gov/117/bills/hr3312/BILLS-117hr3312ih.pdf
H.R. 8618,https://www.congress.gov/bill/117th-congress/house-bill/8618,117,Introduced in House,IH,Ending Secrecy About Workplace Harassment Act,https://www.congress.gov/117/bills/hr8618/generated/BILLS-117hr8618ih.html,https://www.congress.gov/117/bills/hr8618/BILLS-117hr8618ih.pdf
H.R. 7336,https://www.congress.gov/bill/117th-congress/house-bill/7336,117,Introduced in House,IH,Gender Equity in College Sports Commission Act,https://www.congress.gov/117/bills/hr7336/generated/BILLS-117hr7336ih.html,https://www.congress.gov/117/bills/hr7336/BILLS-117hr7336ih.pdf
H.R. 2629,https://www.congress.gov/bill/117th-congress/house-bill/2629,117,Introduced in House,IH,Gay and Trans Panic Defense Prohibition Act of 2021,https://www.congress.gov/117/bills/hr2629/generated/BILLS-117hr2629ih.html,https://www.congress.gov/117/bills/hr2629/BILLS-117hr2629ih.pdf
H.R. 1140,https://www.congress.gov/bill/117th-congress/house-bill/1140,117,Introduced in House,IH,Juror Non-Discrimination Act of 2021,https://www.congress.gov/117/bills/hr1140/generated/BILLS-117hr1140ih.html,https://www.congress.gov/117/bills/hr1140/BILLS-117hr1140ih.pdf
H.R. 2502,https://www.congress.gov/bill/117th-congress/house-bill/2502,117,Introduced in House,IH,Equal Pay for Servicewomen Act,https://www.congress.gov/117/bills/hr2502/generated/BILLS-117hr2502ih.html,https://www.congress.gov/117/bills/hr2502/BILLS-117hr2502ih.pdf
H.Res. 1416,https://www.congress.gov/bill/117th-congress/house-resolution/1416,117,Introduced in House,IH,Condemning the growing hostility towards Christians and individuals of faith in the United States.,https://www.congress.gov/117/bills/hres1416/generated/BILLS-117hres1416ih.html,https://www.congress.gov/117/bills/hres1416/BILLS-117hres1416ih.pdf
H.Res. 507,https://www.congress.gov/bill/117th-congress/house-resolution/507,117,Introduced in House,IH,Condemning the rise in hate against the transgender and nonbinary community.,https://www.congress.gov/117/bills/hres507/generated/BILLS-117hres507ih.html,https://www.congress.gov/117/bills/hres507/BILLS-117hres507ih.pdf
H.R. 5553,https://www.congress.gov/bill/117th-congress/house-bill/5553,117,Introduced in House,IH,To prohibit the Secretary of Veterans Affairs from providing or paying for surgical treatment related to gender transition.,https://www.congress.gov/117/bills/hr5553/generated/BILLS-117hr5553ih.html,https://www.congress.gov/117/bills/hr5553/BILLS-117hr5553ih.pdf
H.R. 3787,https://www.congress.gov/bill/117th-congress/house-bill/3787,117,Introduced in House,IH,District of Columbia Local Juror Non-Discrimination Act of 2021,https://www.congress.gov/117/bills/hr3787/generated/BILLS-117hr3787ih.html,https://www.congress.gov/117/bills/hr3787/BILLS-117hr3787ih.pdf
H.R. 5856,https://www.congress.gov/bill/117th-congress/house-bill/5856,117,Introduced in House,IH,21st Century Children and Families Act,https://www.congress.gov/117/bills/hr5856/generated/BILLS-117hr5856ih.html,https://www.congress.gov/117/bills/hr5856/BILLS-117hr5856ih.pdf
H.Con.Res. 26,https://www.congress.gov/bill/117th-congress/house-concurrent-resolution/26,117,Introduced in House,IH,Supporting the goals and ideals of International Transgender Day of Visibility.,https://www.congress.gov/117/bills/hconres26/generated/BILLS-117hconres26ih.html,https://www.congress.gov/117/bills/hconres26/BILLS-117hconres26ih.pdf
H.R. 5894,https://www.congress.gov/bill/117th-congress/house-bill/5894,117,Introduced in House,IH,Protecting Our Kids from Harmful Research Act,https://www.congress.gov/117/bills/hr5894/generated/BILLS-117hr5894ih.html,https://www.congress.gov/117/bills/hr5894/BILLS-117hr5894ih.pdf
H.Res. 1202,https://www.congress.gov/bill/117th-congress/house-resolution/1202,117,Introduced in House,IH,"Affirming, commemorating, and celebrating the 50th anniversary of the enactment of title IX, applauding the increase in educational opportunities available to all individuals, regardless of sex or gender, and recognizing the tremendous amount of work left to be done to further increase those opportunities.",https://www.congress.gov/117/bills/hres1202/generated/BILLS-117hres1202ih.html,https://www.congress.gov/117/bills/hres1202/BILLS-117hres1202ih.pdf
H.R. 5170,https://www.congress.gov/bill/117th-congress/house-bill/5170,117,Introduced in House,IH,SERVE Act,https://www.congress.gov/117/bills/hr5170/generated/BILLS-117hr5170ih.html,https://www.congress.gov/117/bills/hr5170/BILLS-117hr5170ih.pdf
H.R. 3800,https://www.congress.gov/bill/117th-congress/house-bill/3800,117,Introduced in House,IH,GLOBE Act of 2021,https://www.congress.gov/117/bills/hr3800/generated/BILLS-117hr3800ih.html,https://www.congress.gov/117/bills/hr3800/BILLS-117hr3800ih.pdf
H.R. 7599,https://www.congress.gov/bill/117th-congress/house-bill/7599,117,Introduced in House,IH,TPA Act,https://www.congress.gov/117/bills/hr7599/generated/BILLS-117hr7599ih.html,https://www.congress.gov/117/bills/hr7599/BILLS-117hr7599ih.pdf
H.Res. 470,https://www.congress.gov/bill/117th-congress/house-resolution/470,117,Introduced in House,IH,"Supporting the right of LGBTQI+ people to equal and inalienable human rights, economic rights, civil rights, and social and political equity at home and abroad and condemning discrimination, persecution, and violence against LGBTQI+ identifying individuals and communities everywhere, including in Europe and Eurasia.",https://www.congress.gov/117/bills/hres470/generated/BILLS-117hres470ih.html,https://www.congress.gov/117/bills/hres470/BILLS-117hres470ih.pdf
H.R. 6174,https://www.congress.gov/bill/117th-congress/house-bill/6174,117,Introduced in House,IH,Military FATIGUES Act of 2021,https://www.congress.gov/117/bills/hr6174/generated/BILLS-117hr6174ih.html,https://www.congress.gov/117/bills/hr6174/BILLS-117hr6174ih.pdf
H.R. 3485,https://www.congress.gov/bill/117th-congress/house-bill/3485,117,Engrossed in House,EH,Global Respect Act,https://www.congress.gov/117/bills/hr3485/generated/BILLS-117hr3485eh.html,https://www.congress.gov/117/bills/hr3485/BILLS-117hr3485eh.pdf
H.R. 3485,https://www.congress.gov/bill/117th-congress/house-bill/3485,117,Referred in Senate,RFS,Global Respect Act,https://www.congress.gov/117/bills/hr3485/generated/BILLS-117hr3485rfs.html,https://www.congress.gov/117/bills/hr3485/BILLS-117hr3485rfs.pdf
H.R. 9426,https://www.congress.gov/bill/117th-congress/house-bill/9426,117,Introduced in House,IH,To prohibit the use of Federal funds made available for foreign assistance to be used to support drag theater performances.,https://www.congress.gov/117/bills/hr9426/generated/BILLS-117hr9426ih.html,https://www.congress.gov/117/bills/hr9426/BILLS-117hr9426ih.pdf
H.R. 7600,https://www.congress.gov/bill/117th-congress/house-bill/7600,117,Introduced in House,IH,TSA Act,https://www.congress.gov/117/bills/hr7600/generated/BILLS-117hr7600ih.html,https://www.congress.gov/117/bills/hr7600/BILLS-117hr7600ih.pdf
H.R. 7394,https://www.congress.gov/bill/117th-congress/house-bill/7394,117,Introduced in House,IH,Women in Criminal Justice Reform Act,https://www.congress.gov/117/bills/hr7394/generated/BILLS-117hr7394ih.html,https://www.congress.gov/117/bills/hr7394/BILLS-117hr7394ih.pdf
H.R. 1277,https://www.congress.gov/bill/117th-congress/house-bill/1277,117,Introduced in House,IH,Improving Corporate Governance Through Diversity Act of 2021,https://www.congress.gov/117/bills/hr1277/generated/BILLS-117hr1277ih.html,https://www.congress.gov/117/bills/hr1277/BILLS-117hr1277ih.pdf
H.R. 6599,https://www.congress.gov/bill/117th-congress/house-bill/6599,117,Introduced in House,IH,PRIDE Act of 2022,https://www.congress.gov/117/bills/hr6599/generated/BILLS-117hr6599ih.html,https://www.congress.gov/117/bills/hr6599/BILLS-117hr6599ih.pdf
H.R. 7548,https://www.congress.gov/bill/117th-congress/house-bill/7548,117,Introduced in House,IH,Securing Americans from Transportation Insanity Act,https://www.congress.gov/117/bills/hr7548/generated/BILLS-117hr7548ih.html,https://www.congress.gov/117/bills/hr7548/BILLS-117hr7548ih.pdf
H.R. 8445,https://www.congress.gov/bill/117th-congress/house-bill/8445,117,Introduced in House,IH,LGBTQI+ and Women’s History Education Act of 2022,https://www.congress.gov/117/bills/hr8445/generated/BILLS-117hr8445ih.html,https://www.congress.gov/117/bills/hr8445/BILLS-117hr8445ih.pdf
H.Con.Res. 24,https://www.congress.gov/bill/117th-congress/house-concurrent-resolution/24,117,Introduced in House,IH,Recognizing the significance of equal pay and the disparity between wages paid to men and women.,https://www.congress.gov/117/bills/hconres24/generated/BILLS-117hconres24ih.html,https://www.congress.gov/117/bills/hconres24/BILLS-117hconres24ih.pdf
H.R. 1277,https://www.congress.gov/bill/117th-congress/house-bill/1277,117,Reported in House,RH,Improving Corporate Governance Through Diversity Act of 2021,https://www.congress.gov/117/bills/hr1277/generated/BILLS-117hr1277rh.html,https://www.congress.gov/117/bills/hr1277/BILLS-117hr1277rh.pdf
H.R. 9706,https://www.congress.gov/bill/117th-congress/house-bill/9706,117,Introduced in House,IH,Ensuring Diverse Leadership Act of 2022,https://www.congress.gov/117/bills/hr9706/generated/BILLS-117hr9706ih.html,https://www.congress.gov/117/bills/hr9706/BILLS-117hr9706ih.pdf
H.R. 9643,https://www.congress.gov/bill/117th-congress/house-bill/9643,117,Introduced in House,IH,Ensuring Diverse Leadership Act of 2022,https://www.congress.gov/117/bills/hr9643/generated/BILLS-117hr9643ih.html,https://www.congress.gov/117/bills/hr9643/BILLS-117hr9643ih.pdf
H.R. 8249,https://www.congress.gov/bill/117th-congress/house-bill/8249,117,Introduced in House,IH,Don’t Block LGBTQ Act of 2022,https://www.congress.gov/117/bills/hr8249/generated/BILLS-117hr8249ih.html,https://www.congress.gov/117/bills/hr8249/BILLS-117hr8249ih.pdf
H.Res. 801,https://www.congress.gov/bill/117th-congress/house-resolution/801,117,Introduced in House,IH,Recognizing violence against women in politics as a global phenomenon and supporting women's full and meaningful participation in political life.,https://www.congress.gov/117/bills/hres801/generated/BILLS-117hres801ih.html,https://www.congress.gov/117/bills/hres801/BILLS-117hres801ih.pdf
H.Res. 147,https://www.congress.gov/bill/117th-congress/house-resolution/147,117,Reported in House,RH,"Providing for consideration of the bill (H.R. 803) to designate certain lands in the State of Colorado as components of the National Wilderness Preservation System, and for other purposes, and providing for consideration of the bill (H.R. 5) to prohibit discrimination on the basis of sex, gender identity, and sexual orientation, and for other purposes.",https://www.congress.gov/117/bills/hres147/generated/BILLS-117hres147rh.html,https://www.congress.gov/117/bills/hres147/BILLS-117hres147rh.pdf
H.R. 3285,https://www.congress.gov/bill/117th-congress/house-bill/3285,117,Reported in House,RH,21st Century President Act,https://www.congress.gov/117/bills/hr3285/generated/BILLS-117hr3285rh.html,https://www.congress.gov/117/bills/hr3285/BILLS-117hr3285rh.pdf
H.Res. 284,https://www.congress.gov/bill/117th-congress/house-resolution/284,117,Introduced in House,IH,Affirming that all men and women are created equal.,https://www.congress.gov/117/bills/hres284/generated/BILLS-117hres284ih.html,https://www.congress.gov/117/bills/hres284/BILLS-117hres284ih.pdf
H.R. 9197,https://www.congress.gov/bill/117th-congress/house-bill/9197,117,Introduced in House,IH,Stop the Sexualization of Children Act,https://www.congress.gov/117/bills/hr9197/generated/BILLS-117hr9197ih.html,https://www.congress.gov/117/bills/hr9197/BILLS-117hr9197ih.pdf
H.Con.Res. 108,https://www.congress.gov/bill/117th-congress/house-concurrent-resolution/108,117,Introduced in House,IH,Recognizing the significance of equal pay and the disparity in wages paid to men and to Black women.,https://www.congress.gov/117/bills/hconres108/generated/BILLS-117hconres108ih.html,https://www.congress.gov/117/bills/hconres108/BILLS-117hconres108ih.pdf
H.R. 3485,https://www.congress.gov/bill/117th-congress/house-bill/3485,117,Introduced in House,IH,Global Respect Act,https://www.congress.gov/117/bills/hr3485/generated/BILLS-117hr3485ih.html,https://www.congress.gov/117/bills/hr3485/BILLS-117hr3485ih.pdf
H.R. 9061,https://www.congress.gov/bill/117th-congress/house-bill/9061,117,Introduced in House,IH,Facial Recognition Act of 2022,https://www.congress.gov/117/bills/hr9061/generated/BILLS-117hr9061ih.html,https://www.congress.gov/117/bills/hr9061/BILLS-117hr9061ih.pdf
