Legislation Number,URL,Congress,Bill Text Type,Bill Text Type Code,Latest Title,HTML Url,PDF Url
S. 2242,https://www.congress.gov/bill/117th-congress/senate-bill/2242,117,Introduced in Senate,IS,Therapeutic Fraud Prevention Act of 2021,https://www.congress.gov/117/bills/s2242/generated/BILLS-117s2242is.html,https://www.congress.gov/117/bills/s2242/BILLS-117s2242is.pdf
S. 4892,https://www.congress.gov/bill/117th-congress/senate-bill/4892,117,Introduced in Senate,IS,PROTECT Kids Act,https://www.congress.gov/117/bills/s4892/generated/BILLS-117s4892is.html,https://www.congress.gov/117/bills/s4892/BILLS-117s4892is.pdf
S. 3481,https://www.congress.gov/bill/117th-congress/senate-bill/3481,117,Introduced in Senate,IS,Preventing Violence Against Female Inmates Act of 2022,https://www.congress.gov/117/bills/s3481/generated/BILLS-117s3481is.html,https://www.congress.gov/117/bills/s3481/BILLS-117s3481is.pdf
S. 2276,https://www.congress.gov/bill/117th-congress/senate-bill/2276,117,Introduced in Senate,IS,Keeping Girls in School Act,https://www.congress.gov/117/bills/s2276/generated/BILLS-117s2276is.html,https://www.congress.gov/117/bills/s2276/BILLS-117s2276is.pdf
S. 424,https://www.congress.gov/bill/117th-congress/senate-bill/424,117,Introduced in Senate,IS,International Human Rights Defense Act of 2021,https://www.congress.gov/117/bills/s424/generated/BILLS-117s424is.html,https://www.congress.gov/117/bills/s424/BILLS-117s424is.pdf
S. 765,https://www.congress.gov/bill/117th-congress/senate-bill/765,117,Introduced in Senate,IS,Keeping Women and Girls Safe from the Start Act of 2021,https://www.congress.gov/117/bills/s765/generated/BILLS-117s765is.html,https://www.congress.gov/117/bills/s765/BILLS-117s765is.pdf
S. 1689,https://www.congress.gov/bill/117th-congress/senate-bill/1689,117,Introduced in Senate,IS,Real Education and Access for Healthy Youth Act of 2021,https://www.congress.gov/117/bills/s1689/generated/BILLS-117s1689is.html,https://www.congress.gov/117/bills/s1689/BILLS-117s1689is.pdf
S. 1137,https://www.congress.gov/bill/117th-congress/senate-bill/1137,117,Introduced in Senate,IS,Gay and Trans Panic Defense Prohibition Act of 2021,https://www.congress.gov/117/bills/s1137/generated/BILLS-117s1137is.html,https://www.congress.gov/117/bills/s1137/BILLS-117s1137is.pdf
S.Res. 652,https://www.congress.gov/bill/117th-congress/senate-resolution/652,117,Introduced in Senate,IS,"A resolution recognizing June 2022 as ""LGBTQ Pride Month"".",https://www.congress.gov/117/bills/sres652/generated/BILLS-117sres652is.html,https://www.congress.gov/117/bills/sres652/BILLS-117sres652is.pdf
S. 2115,https://www.congress.gov/bill/117th-congress/senate-bill/2115,117,Introduced in Senate,IS,Jury ACCESS Act of 2021,https://www.congress.gov/117/bills/s2115/generated/BILLS-117s2115is.html,https://www.congress.gov/117/bills/s2115/BILLS-117s2115is.pdf
S. 2785,https://www.congress.gov/bill/117th-congress/senate-bill/2785,117,Introduced in Senate,IS,Protecting Our Kids from Harmful Research Act,https://www.congress.gov/117/bills/s2785/generated/BILLS-117s2785is.html,https://www.congress.gov/117/bills/s2785/BILLS-117s2785is.pdf
S. 1900,https://www.congress.gov/bill/117th-congress/senate-bill/1900,117,Introduced in Senate,IS,Women’s Economic Empowerment in Trade Act of 2021,https://www.congress.gov/117/bills/s1900/generated/BILLS-117s1900is.html,https://www.congress.gov/117/bills/s1900/BILLS-117s1900is.pdf
S.Res. 100,https://www.congress.gov/bill/117th-congress/senate-resolution/100,117,Introduced in Senate,IS,A resolution supporting the goals of International Women's Day.,https://www.congress.gov/117/bills/sres100/generated/BILLS-117sres100is.html,https://www.congress.gov/117/bills/sres100/BILLS-117sres100is.pdf
S.Res. 540,https://www.congress.gov/bill/117th-congress/senate-resolution/540,117,Reported to Senate,RS,A resolution supporting the goals of International Women's Day.,https://www.congress.gov/117/bills/sres540/generated/BILLS-117sres540rs.html,https://www.congress.gov/117/bills/sres540/BILLS-117sres540rs.pdf
S.Res. 261,https://www.congress.gov/bill/117th-congress/senate-resolution/261,117,Introduced in Senate,IS,"A resolution recognizing June 2021 as ""LGBTQ Pride Month"".",https://www.congress.gov/117/bills/sres261/generated/BILLS-117sres261is.html,https://www.congress.gov/117/bills/sres261/BILLS-117sres261is.pdf
S.Res. 691,https://www.congress.gov/bill/117th-congress/senate-resolution/691,117,Introduced in Senate,IS,"A resolution affirming, commemorating, and celebrating the 50th anniversary of the enactment of title IX, applauding the increase in educational opportunities available to all individuals, regardless of sex or gender, and recognizing the tremendous amount of work left to be done to further increase those opportunities.",https://www.congress.gov/117/bills/sres691/generated/BILLS-117sres691is.html,https://www.congress.gov/117/bills/sres691/BILLS-117sres691is.pdf
S.Res. 540,https://www.congress.gov/bill/117th-congress/senate-resolution/540,117,Introduced in Senate,IS,A resolution supporting the goals of International Women's Day.,https://www.congress.gov/117/bills/sres540/generated/BILLS-117sres540is.html,https://www.congress.gov/117/bills/sres540/BILLS-117sres540is.pdf
S. 1996,https://www.congress.gov/bill/117th-congress/senate-bill/1996,117,Introduced in Senate,IS,Greater Leadership Overseas for the Benefit of Equality Act of 2021,https://www.congress.gov/117/bills/s1996/generated/BILLS-117s1996is.html,https://www.congress.gov/117/bills/s1996/BILLS-117s1996is.pdf
S. 3016,https://www.congress.gov/bill/117th-congress/senate-bill/3016,117,Introduced in Senate,IS,Military FATIGUES Act of 2021,https://www.congress.gov/117/bills/s3016/generated/BILLS-117s3016is.html,https://www.congress.gov/117/bills/s3016/BILLS-117s3016is.pdf
S. 374,https://www.congress.gov/bill/117th-congress/senate-bill/374,117,Introduced in Senate,IS,Improving Corporate Governance Through Diversity Act of 2021,https://www.congress.gov/117/bills/s374/generated/BILLS-117s374is.html,https://www.congress.gov/117/bills/s374/BILLS-117s374is.pdf
S.Res. 95,https://www.congress.gov/bill/117th-congress/senate-resolution/95,117,Introduced in Senate,IS,A resolution recognizing the disproportionate impact of COVID-19 on women and girls globally.,https://www.congress.gov/117/bills/sres95/generated/BILLS-117sres95is.html,https://www.congress.gov/117/bills/sres95/BILLS-117sres95is.pdf
S. 2277,https://www.congress.gov/bill/117th-congress/senate-bill/2277,117,Introduced in Senate,IS,Global Respect Act of 2021,https://www.congress.gov/117/bills/s2277/generated/BILLS-117s2277is.html,https://www.congress.gov/117/bills/s2277/BILLS-117s2277is.pdf
S.Con.Res. 48,https://www.congress.gov/bill/117th-congress/senate-concurrent-resolution/48,117,Introduced in Senate,IS,A concurrent resolution recognizing the significance of equal pay and the disparity in wages paid to men as compared to wages paid to Black women.,https://www.congress.gov/117/bills/sconres48/generated/BILLS-117sconres48is.html,https://www.congress.gov/117/bills/sconres48/BILLS-117sconres48is.pdf
S.Con.Res. 12,https://www.congress.gov/bill/117th-congress/senate-concurrent-resolution/12,117,Introduced in Senate,IS,A concurrent resolution recognizing the significance of equal pay and the disparity in wages paid to men and to Black women.,https://www.congress.gov/117/bills/sconres12/generated/BILLS-117sconres12is.html,https://www.congress.gov/117/bills/sconres12/BILLS-117sconres12is.pdf
S. 634,https://www.congress.gov/bill/117th-congress/senate-bill/634,117,Introduced in Senate,IS,Girls LEAD Act,https://www.congress.gov/117/bills/s634/generated/BILLS-117s634is.html,https://www.congress.gov/117/bills/s634/BILLS-117s634is.pdf
S. 4962,https://www.congress.gov/bill/117th-congress/senate-bill/4962,117,Introduced in Senate,IS,Bicycles for Rural African Transport Act,https://www.congress.gov/117/bills/s4962/generated/BILLS-117s4962is.html,https://www.congress.gov/117/bills/s4962/BILLS-117s4962is.pdf
S. 3049,https://www.congress.gov/bill/117th-congress/senate-bill/3049,117,Introduced in Senate,IS,Fresh Start Act of 2021,https://www.congress.gov/117/bills/s3049/generated/BILLS-117s3049is.html,https://www.congress.gov/117/bills/s3049/BILLS-117s3049is.pdf
S. 1497,https://www.congress.gov/bill/117th-congress/senate-bill/1497,117,Introduced in Senate,IS,Protecting LGBTQ Youth Act,https://www.congress.gov/117/bills/s1497/generated/BILLS-117s1497is.html,https://www.congress.gov/117/bills/s1497/BILLS-117s1497is.pdf
S. 4916,https://www.congress.gov/bill/117th-congress/senate-bill/4916,117,Introduced in Senate,IS,Runaway and Homeless Youth and Trafficking Prevention Act of 2022,https://www.congress.gov/117/bills/s4916/generated/BILLS-117s4916is.html,https://www.congress.gov/117/bills/s4916/BILLS-117s4916is.pdf
S. 2210,https://www.congress.gov/bill/117th-congress/senate-bill/2210,117,Introduced in Senate,IS,Better Care Better Jobs Act,https://www.congress.gov/117/bills/s2210/generated/BILLS-117s2210is.html,https://www.congress.gov/117/bills/s2210/BILLS-117s2210is.pdf
S.Res. 274,https://www.congress.gov/bill/117th-congress/senate-resolution/274,117,Agreed to Senate,ATS,"A resolution designating July 24, 2021, as ""National Day of the American Cowboy"".",https://www.congress.gov/117/bills/sres274/generated/BILLS-117sres274ats.html,https://www.congress.gov/117/bills/sres274/BILLS-117sres274ats.pdf
S.Res. 274,https://www.congress.gov/bill/117th-congress/senate-resolution/274,117,Introduced in Senate,IS,"A resolution designating July 24, 2021, as ""National Day of the American Cowboy"".",https://www.congress.gov/117/bills/sres274/generated/BILLS-117sres274is.html,https://www.congress.gov/117/bills/sres274/BILLS-117sres274is.pdf
S. 1235,https://www.congress.gov/bill/117th-congress/senate-bill/1235,117,Introduced in Senate,IS,Hate Crimes Commission Act of 2021,https://www.congress.gov/117/bills/s1235/generated/BILLS-117s1235is.html,https://www.congress.gov/117/bills/s1235/BILLS-117s1235is.pdf
S.Res. 686,https://www.congress.gov/bill/117th-congress/senate-resolution/686,117,Agreed to Senate,ATS,"A resolution designating July 23, 2022, as ""National Day of the American Cowboy"".",https://www.congress.gov/117/bills/sres686/generated/BILLS-117sres686ats.html,https://www.congress.gov/117/bills/sres686/BILLS-117sres686ats.pdf
S.Res. 686,https://www.congress.gov/bill/117th-congress/senate-resolution/686,117,Introduced in Senate,IS,"A resolution designating July 23, 2022, as ""National Day of the American Cowboy"".",https://www.congress.gov/117/bills/sres686/generated/BILLS-117sres686is.html,https://www.congress.gov/117/bills/sres686/BILLS-117sres686is.pdf
S. 2723,https://www.congress.gov/bill/117th-congress/senate-bill/2723,117,Introduced in Senate,IS,FAIR Scoring Act,https://www.congress.gov/117/bills/s2723/generated/BILLS-117s2723is.html,https://www.congress.gov/117/bills/s2723/BILLS-117s2723is.pdf
S. 514,https://www.congress.gov/bill/117th-congress/senate-bill/514,117,Introduced in Senate,IS,A bill to obtain and direct the placement in the Capitol or on the Capitol Grounds of a monument to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg.,https://www.congress.gov/117/bills/s514/generated/BILLS-117s514is.html,https://www.congress.gov/117/bills/s514/BILLS-117s514is.pdf
S.Res. 96,https://www.congress.gov/bill/117th-congress/senate-resolution/96,117,Agreed to Senate,ATS,"A resolution designating March 8 through March 14, 2021, as ""Women of the Aviation Workforce Week"".",https://www.congress.gov/117/bills/sres96/generated/BILLS-117sres96ats.html,https://www.congress.gov/117/bills/sres96/BILLS-117sres96ats.pdf
S.Res. 96,https://www.congress.gov/bill/117th-congress/senate-resolution/96,117,Introduced in Senate,IS,"A resolution designating March 8 through March 14, 2021, as ""Women of the Aviation Workforce Week"".",https://www.congress.gov/117/bills/sres96/generated/BILLS-117sres96is.html,https://www.congress.gov/117/bills/sres96/BILLS-117sres96is.pdf
S. 3219,https://www.congress.gov/bill/117th-congress/senate-bill/3219,117,Introduced in Senate,IS,BE HEARD in the Workplace Act,https://www.congress.gov/117/bills/s3219/generated/BILLS-117s3219is.html,https://www.congress.gov/117/bills/s3219/BILLS-117s3219is.pdf
S. 2333,https://www.congress.gov/bill/117th-congress/senate-bill/2333,117,Public Law,PL,Equal Pay for Team USA Act of 2022,https://www.congress.gov/117/plaws/publ340/generated/PLAW-117publ340_uslm.html,https://www.congress.gov/117/plaws/publ340/PLAW-117publ340.pdf
S. 2333,https://www.congress.gov/bill/117th-congress/senate-bill/2333,117,Enrolled Bill,ENR,Equal Pay for Team USA Act of 2022,https://www.congress.gov/117/bills/s2333/generated/BILLS-117s2333enr.html,https://www.congress.gov/117/bills/s2333/BILLS-117s2333enr.pdf
S. 2333,https://www.congress.gov/bill/117th-congress/senate-bill/2333,117,Engrossed in Senate,ES,Equal Pay for Team USA Act of 2022,https://www.congress.gov/117/bills/s2333/generated/BILLS-117s2333es.html,https://www.congress.gov/117/bills/s2333/BILLS-117s2333es.pdf
S.Con.Res. 50,https://www.congress.gov/bill/117th-congress/senate-concurrent-resolution/50,117,Introduced in Senate,IS,A concurrent resolution recognizing the significance of equal pay and the disparity in wages paid to men as compared to wages paid to Latina women.,https://www.congress.gov/117/bills/sconres50/generated/BILLS-117sconres50is.html,https://www.congress.gov/117/bills/sconres50/BILLS-117sconres50is.pdf
S. 1379,https://www.congress.gov/bill/117th-congress/senate-bill/1379,117,Introduced in Senate,IS,Combating Sexual Harassment in Science Act of 2021,https://www.congress.gov/117/bills/s1379/generated/BILLS-117s1379is.html,https://www.congress.gov/117/bills/s1379/BILLS-117s1379is.pdf
S. 728,https://www.congress.gov/bill/117th-congress/senate-bill/728,117,Introduced in Senate,IS,COVID–19 Hate Crimes Act,https://www.congress.gov/117/bills/s728/generated/BILLS-117s728is.html,https://www.congress.gov/117/bills/s728/BILLS-117s728is.pdf
S. 3294,https://www.congress.gov/bill/117th-congress/senate-bill/3294,117,Public Law,PL,A bill to obtain and direct the placement in the Capitol or on the Capitol Grounds of a statue to honor Associate Justice of the Supreme Court of the United States Sandra Day O'Connor and a statue to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg.,https://www.congress.gov/117/plaws/publ111/generated/PLAW-117publ111_uslm.html,https://www.congress.gov/117/plaws/publ111/PLAW-117publ111.pdf
S. 3294,https://www.congress.gov/bill/117th-congress/senate-bill/3294,117,Enrolled Bill,ENR,A bill to obtain and direct the placement in the Capitol or on the Capitol Grounds of a statue to honor Associate Justice of the Supreme Court of the United States Sandra Day O'Connor and a statue to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg.,https://www.congress.gov/117/bills/s3294/generated/BILLS-117s3294enr.html,https://www.congress.gov/117/bills/s3294/BILLS-117s3294enr.pdf
S. 3294,https://www.congress.gov/bill/117th-congress/senate-bill/3294,117,Engrossed in Senate,ES,A bill to obtain and direct the placement in the Capitol or on the Capitol Grounds of a statue to honor Associate Justice of the Supreme Court of the United States Sandra Day O'Connor and a statue to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg.,https://www.congress.gov/117/bills/s3294/generated/BILLS-117s3294es.html,https://www.congress.gov/117/bills/s3294/BILLS-117s3294es.pdf
S. 3294,https://www.congress.gov/bill/117th-congress/senate-bill/3294,117,Introduced in Senate,IS,A bill to obtain and direct the placement in the Capitol or on the Capitol Grounds of a statue to honor Associate Justice of the Supreme Court of the United States Sandra Day O'Connor and a statue to honor Associate Justice of the Supreme Court of the United States Ruth Bader Ginsburg.,https://www.congress.gov/117/bills/s3294/generated/BILLS-117s3294is.html,https://www.congress.gov/117/bills/s3294/BILLS-117s3294is.pdf
S. 552,https://www.congress.gov/bill/117th-congress/senate-bill/552,117,Reported to Senate,RS,Global Learning Loss Assessment Act of 2022,https://www.congress.gov/117/bills/s552/generated/BILLS-117s552rs.html,https://www.congress.gov/117/bills/s552/BILLS-117s552rs.pdf
S. 4556,https://www.congress.gov/bill/117th-congress/senate-bill/4556,117,Introduced in Senate,IS,Respect for Marriage Act,https://www.congress.gov/117/bills/s4556/generated/BILLS-117s4556is.html,https://www.congress.gov/117/bills/s4556/BILLS-117s4556is.pdf
S. 937,https://www.congress.gov/bill/117th-congress/senate-bill/937,117,Placed on Calendar Senate,PCS,COVID-19 Hate Crimes Act,https://www.congress.gov/117/bills/s937/generated/BILLS-117s937pcs.html,https://www.congress.gov/117/bills/s937/BILLS-117s937pcs.pdf
S. 1280,https://www.congress.gov/bill/117th-congress/senate-bill/1280,117,Introduced in Senate,IS,Veteran Families Health Services Act of 2021,https://www.congress.gov/117/bills/s1280/generated/BILLS-117s1280is.html,https://www.congress.gov/117/bills/s1280/BILLS-117s1280is.pdf
S. 5158,https://www.congress.gov/bill/117th-congress/senate-bill/5158,117,Introduced in Senate,IS,Students' Access to Freedom and Educational Rights Act of 2022,https://www.congress.gov/117/bills/s5158/generated/BILLS-117s5158is.html,https://www.congress.gov/117/bills/s5158/BILLS-117s5158is.pdf
S. 2288,https://www.congress.gov/bill/117th-congress/senate-bill/2288,117,Introduced in Senate,IS,Even Playing Field Act,https://www.congress.gov/117/bills/s2288/generated/BILLS-117s2288is.html,https://www.congress.gov/117/bills/s2288/BILLS-117s2288is.pdf
S.Res. 115,https://www.congress.gov/bill/117th-congress/senate-resolution/115,117,Introduced in Senate,IS,"A resolution supporting the goals and ideals of Social Work Month and World Social Work Day on March 16, 2021.",https://www.congress.gov/117/bills/sres115/generated/BILLS-117sres115is.html,https://www.congress.gov/117/bills/sres115/BILLS-117sres115is.pdf
S. 1896,https://www.congress.gov/bill/117th-congress/senate-bill/1896,117,Introduced in Senate,IS,Algorithmic Justice and Online Platform Transparency Act,https://www.congress.gov/117/bills/s1896/generated/BILLS-117s1896is.html,https://www.congress.gov/117/bills/s1896/BILLS-117s1896is.pdf
S. 4162,https://www.congress.gov/bill/117th-congress/senate-bill/4162,117,Introduced in Senate,IS,School Shooting Safety and Preparedness Act,https://www.congress.gov/117/bills/s4162/generated/BILLS-117s4162is.html,https://www.congress.gov/117/bills/s4162/BILLS-117s4162is.pdf
S. 2410,https://www.congress.gov/bill/117th-congress/senate-bill/2410,117,Introduced in Senate,IS,Safe Schools Improvement Act of 2021,https://www.congress.gov/117/bills/s2410/generated/BILLS-117s2410is.html,https://www.congress.gov/117/bills/s2410/BILLS-117s2410is.pdf
S.Res. 589,https://www.congress.gov/bill/117th-congress/senate-resolution/589,117,Introduced in Senate,IS,"A resolution recognizing, honoring, and commending the women of Ukraine who have contributed to the fight for freedom and the defense of Ukraine.",https://www.congress.gov/117/bills/sres589/generated/BILLS-117sres589is.html,https://www.congress.gov/117/bills/sres589/BILLS-117sres589is.pdf
S. 3726,https://www.congress.gov/bill/117th-congress/senate-bill/3726,117,Introduced in Senate,IS,CARE for Long COVID Act,https://www.congress.gov/117/bills/s3726/generated/BILLS-117s3726is.html,https://www.congress.gov/117/bills/s3726/BILLS-117s3726is.pdf
S. 1660,https://www.congress.gov/bill/117th-congress/senate-bill/1660,117,Introduced in Senate,IS,HEAL for Immigrant Families Act of 2021,https://www.congress.gov/117/bills/s1660/generated/BILLS-117s1660is.html,https://www.congress.gov/117/bills/s1660/BILLS-117s1660is.pdf
S. 162,https://www.congress.gov/bill/117th-congress/senate-bill/162,117,Introduced in Senate,IS,Anti-Racism in Public Health Act of 2021,https://www.congress.gov/117/bills/s162/generated/BILLS-117s162is.html,https://www.congress.gov/117/bills/s162/BILLS-117s162is.pdf
S.Con.Res. 35,https://www.congress.gov/bill/117th-congress/senate-concurrent-resolution/35,117,Introduced in Senate,IS,A concurrent resolution supporting the goals and ideals of International Transgender Day of Visibility.,https://www.congress.gov/117/bills/sconres35/generated/BILLS-117sconres35is.html,https://www.congress.gov/117/bills/sconres35/BILLS-117sconres35is.pdf
S. 5150,https://www.congress.gov/bill/117th-congress/senate-bill/5150,117,Introduced in Senate,IS,Strengthening Consumer Protections and Medical Debt Transparency Act,https://www.congress.gov/117/bills/s5150/generated/BILLS-117s5150is.html,https://www.congress.gov/117/bills/s5150/BILLS-117s5150is.pdf
S. 2786,https://www.congress.gov/bill/117th-congress/senate-bill/2786,117,Introduced in Senate,IS,Unlawful Turn-Aways Act of 2021,https://www.congress.gov/117/bills/s2786/generated/BILLS-117s2786is.html,https://www.congress.gov/117/bills/s2786/BILLS-117s2786is.pdf
S. 2333,https://www.congress.gov/bill/117th-congress/senate-bill/2333,117,Reported to Senate,RS,Equal Pay for Team USA Act of 2022,https://www.congress.gov/117/bills/s2333/generated/BILLS-117s2333rs.html,https://www.congress.gov/117/bills/s2333/BILLS-117s2333rs.pdf
S. 2188,https://www.congress.gov/bill/117th-congress/senate-bill/2188,117,Introduced in Senate,IS,"Commission to Study the Stigmatization, Criminalization, and Ongoing Exclusion and Inequity for LGBTQ Servicemembers and Veterans Act",https://www.congress.gov/117/bills/s2188/generated/BILLS-117s2188is.html,https://www.congress.gov/117/bills/s2188/BILLS-117s2188is.pdf
S. 3696,https://www.congress.gov/bill/117th-congress/senate-bill/3696,117,Introduced in Senate,IS,Behavioral Health Coordination and Communication Act of 2022,https://www.congress.gov/117/bills/s3696/generated/BILLS-117s3696is.html,https://www.congress.gov/117/bills/s3696/BILLS-117s3696is.pdf
S.Res. 707,https://www.congress.gov/bill/117th-congress/senate-resolution/707,117,Introduced in Senate,IS,"A resolution commemorating the 57th anniversary of the establishment of the Equal Employment Opportunity Commission, recognizing the importance of the Commission in addressing inequities in our economy, and recognizing the tremendous amount of work left to further protect the rights of workers, hold employers accountable for workplace discrimination and harassment, and address the wage gap.",https://www.congress.gov/117/bills/sres707/generated/BILLS-117sres707is.html,https://www.congress.gov/117/bills/sres707/BILLS-117sres707is.pdf
S. 4641,https://www.congress.gov/bill/117th-congress/senate-bill/4641,117,Introduced in Senate,IS,Abortion is Health Care Everywhere Act of 2022,https://www.congress.gov/117/bills/s4641/generated/BILLS-117s4641is.html,https://www.congress.gov/117/bills/s4641/BILLS-117s4641is.pdf
S. 205,https://www.congress.gov/bill/117th-congress/senate-bill/205,117,Introduced in Senate,IS,Paycheck Fairness Act,https://www.congress.gov/117/bills/s205/generated/BILLS-117s205is.html,https://www.congress.gov/117/bills/s205/BILLS-117s205is.pdf
S. 255,https://www.congress.gov/bill/117th-congress/senate-bill/255,117,Introduced in Senate,IS,RESTAURANTS Act of 2021,https://www.congress.gov/117/bills/s255/generated/BILLS-117s255is.html,https://www.congress.gov/117/bills/s255/BILLS-117s255is.pdf
S.Res. 589,https://www.congress.gov/bill/117th-congress/senate-resolution/589,117,Reported to Senate,RS,"A resolution recognizing, honoring, and commending the women of Ukraine who have contributed to the fight for freedom and the defense of Ukraine.",https://www.congress.gov/117/bills/sres589/generated/BILLS-117sres589rs.html,https://www.congress.gov/117/bills/sres589/BILLS-117sres589rs.pdf
S. 2090,https://www.congress.gov/bill/117th-congress/senate-bill/2090,117,Introduced in Senate,IS,Disarm Hate Act,https://www.congress.gov/117/bills/s2090/generated/BILLS-117s2090is.html,https://www.congress.gov/117/bills/s2090/BILLS-117s2090is.pdf
S.Res. 590,https://www.congress.gov/bill/117th-congress/senate-resolution/590,117,Introduced in Senate,IS,"A resolution recognizing the designation of the week of April 11 through April 17, 2022, as the fifth annual ""Black Maternal Health Week"" to bring national attention to the maternal health crisis in the United States and the importance of reducing maternal mortality and morbidity among Black women and birthing persons.",https://www.congress.gov/117/bills/sres590/generated/BILLS-117sres590is.html,https://www.congress.gov/117/bills/sres590/BILLS-117sres590is.pdf
S.Res. 153,https://www.congress.gov/bill/117th-congress/senate-resolution/153,117,Introduced in Senate,IS,"A resolution recognizing the week of April 11 through April 17, 2021, as ""Black Maternal Health Week"" to bring national attention to the maternal health crisis in the United States and the importance of reducing maternal mortality and morbidity among Black women and birthing persons.",https://www.congress.gov/117/bills/sres153/generated/BILLS-117sres153is.html,https://www.congress.gov/117/bills/sres153/BILLS-117sres153is.pdf
S. 2301,https://www.congress.gov/bill/117th-congress/senate-bill/2301,117,Introduced in Senate,IS,College Equity Act of 2021,https://www.congress.gov/117/bills/s2301/generated/BILLS-117s2301is.html,https://www.congress.gov/117/bills/s2301/BILLS-117s2301is.pdf
S. 4457,https://www.congress.gov/bill/117th-congress/senate-bill/4457,117,Introduced in Senate,IS,Protecting Minors from Medical Malpractice Act of 2022,https://www.congress.gov/117/bills/s4457/generated/BILLS-117s4457is.html,https://www.congress.gov/117/bills/s4457/BILLS-117s4457is.pdf
S. 940,https://www.congress.gov/bill/117th-congress/senate-bill/940,117,Introduced in Senate,IS,National Transit Frontline Workforce Training Act of 2021,https://www.congress.gov/117/bills/s940/generated/BILLS-117s940is.html,https://www.congress.gov/117/bills/s940/BILLS-117s940is.pdf
S. 552,https://www.congress.gov/bill/117th-congress/senate-bill/552,117,Introduced in Senate,IS,Global Learning Loss Assessment Act of 2022,https://www.congress.gov/117/bills/s552/generated/BILLS-117s552is.html,https://www.congress.gov/117/bills/s552/BILLS-117s552is.pdf
S.Res. 240,https://www.congress.gov/bill/117th-congress/senate-resolution/240,117,Introduced in Senate,IS,"A resolution affirming the role of the United States in improving access to quality, inclusive public education and improved learning outcomes for children and adolescents, particularly for girls, in the poorest countries through the Global Partnership for Education.",https://www.congress.gov/117/bills/sres240/generated/BILLS-117sres240is.html,https://www.congress.gov/117/bills/sres240/BILLS-117sres240is.pdf
